,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
52,Buddy Hield,IND,62,27,35,32.1,4.5,1.7,4.0,42.9,1.1,2.5,43.2,56.5
53,CJ McCollum,NOP,54,26,28,35.0,8.5,3.7,8.6,42.7,1.2,3.2,37.4,49.6
54,Cade Cunningham,DET,12,3,9,33.3,8.0,3.7,8.8,41.5,0.7,2.8,24.2,45.3
55,Caleb Houstan,ORL,34,12,22,16.1,0.2,0.1,0.2,50.0,0.1,0.1,66.7,66.7
56,Caleb Martin,MIA,51,26,25,30.1,1.8,0.7,1.6,45.8,0.3,0.6,45.5,54.8
57,Cam Reddish,POR,24,10,14,22.6,0.9,0.3,1.0,32.0,0.2,0.6,33.3,42.0
58,Cam Thomas,BKN,42,25,17,16.9,4.0,1.7,4.2,39.9,0.6,1.5,39.3,46.6
59,Cameron Johnson,BKN,21,14,7,25.6,2.1,0.9,2.2,40.4,0.3,0.7,42.9,46.8
60,Cameron Payne,PHX,29,16,13,23.7,4.4,1.8,4.2,42.3,0.8,1.8,45.3,52.0
61,Caris LeVert,CLE,57,33,24,30.1,2.8,1.1,3.5,32.0,0.5,1.6,34.1,39.8
62,Carlik Jones,CHI,2,1,1,11.4,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
63,Cedi Osman,CLE,60,37,23,21.0,0.9,0.3,0.9,32.1,0.3,0.7,36.4,46.4
64,Charles Bassey,SAS,28,5,23,13.9,0.2,0.1,0.2,40.0,0.1,0.1,66.7,60.0
65,Chima Moneke,SAC,2,1,1,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,46,27,19,11.1,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
67,Chris Boucher,TOR,55,28,27,20.8,0.3,0.2,0.4,37.5,0.0,0.1,14.3,39.6
68,Chris Duarte,IND,38,15,23,19.1,2.5,1.0,3.2,31.4,0.5,1.6,29.5,38.8
69,Chris Paul,PHX,40,21,19,32.0,7.9,3.5,8.4,41.5,0.9,2.8,31.9,46.9
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,56,39,17,15.4,0.4,0.1,0.4,33.3,0.1,0.2,50.0,43.8
72,Christian Koloko,TOR,45,21,24,14.6,0.0,0.0,0.0,-,0.0,0.0,-,-
73,Christian Wood,DAL,49,27,22,27.6,0.9,0.4,1.5,26.0,0.1,0.7,14.3,29.5
74,Chuma Okeke,ORL,19,5,14,21.3,0.4,0.2,0.5,30.0,0.1,0.2,25.0,35.0
75,Clint Capela,ATL,44,24,20,26.8,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
76,Coby White,CHI,52,24,28,22.3,1.2,0.5,1.6,32.1,0.2,0.8,25.0,38.1
77,Cody Martin,CHA,7,2,5,19.1,0.3,0.1,1.4,10.0,0.0,0.7,0.0,10.0
78,Cody Zeller,MIA,2,0,2,15.6,0.0,0.0,0.0,-,-,-,-,-
79,Cole Anthony,ORL,41,19,22,24.7,3.1,1.4,3.4,41.3,0.3,0.9,36.8,46.4
80,Cole Swider,LAL,6,1,5,6.7,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,2.4,1.0,2.1,46.0,0.4,0.9,47.6,56.0
82,Corey Kispert,WAS,51,24,27,27.0,0.4,0.2,0.5,33.3,0.1,0.3,38.5,43.8
83,Cory Joseph,DET,42,10,32,15.7,1.5,0.6,1.8,36.0,0.2,0.7,26.7,41.3
84,D'Angelo Russell,LAL,58,30,28,32.4,6.5,2.7,6.2,43.1,1.1,2.9,39.1,52.2
85,Daishen Nix,HOU,42,11,31,15.7,1.0,0.3,0.8,41.2,0.3,0.7,41.9,60.3
86,Dalano Banton,TOR,26,14,12,9.5,0.5,0.2,1.1,17.2,0.1,0.5,16.7,20.7
87,Dalen Terry,CHI,24,12,12,5.2,0.3,0.1,0.2,60.0,0.1,0.1,66.7,80.0
88,Damian Jones,UTA,24,7,17,8.2,0.0,0.0,0.0,-,0.0,0.0,-,-
89,Damian Lillard,POR,46,23,23,36.2,10.3,3.8,9.4,40.6,2.6,7.0,37.0,54.5
90,Damion Lee,PHX,61,33,28,22.0,0.9,0.4,1.3,31.3,0.0,0.2,13.3,32.5
91,Daniel Gafford,WAS,57,26,31,18.6,0.1,0.1,0.1,100,-,-,-,100
92,Daniel Theis,IND,7,1,6,15.5,0.0,0.0,0.0,-,0.0,0.0,-,-
93,Danny Green,CLE,5,1,4,13.2,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0
94,Danuel House Jr.,PHI,37,24,13,14.8,1.2,0.4,1.0,44.4,0.3,0.7,42.3,59.7
95,Dario Saric,OKC,40,18,22,14.3,0.4,0.2,0.6,31.8,0.0,0.1,20.0,34.1
96,Darius Bazley,PHX,36,16,20,15.4,0.1,0.1,0.3,20.0,0.0,0.0,100,25.0
97,Darius Days,HOU,4,0,4,6.2,0.0,0.0,0.0,-,0.0,0.0,-,-
98,Darius Garland,CLE,53,28,25,35.1,7.7,3.2,7.4,42.6,1.4,3.6,38.1,51.8
99,David Duke Jr.,BKN,16,7,9,8.8,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
100,David Roddy,MEM,48,30,18,17.4,0.5,0.2,0.5,44.0,0.1,0.2,30.0,50.0
101,Davion Mitchell,SAC,58,33,25,17.9,1.1,0.5,1.5,32.2,0.2,0.7,25.6,37.9
102,Davis Bertans,DAL,34,17,17,10.6,0.5,0.2,0.2,75.0,0.1,0.2,71.4,106.3
103,Davon Reed,LAL,38,25,13,8.8,0.6,0.2,0.7,32.1,0.1,0.2,66.7,39.3
104,Day'Ron Sharpe,BKN,33,16,17,10.4,0.0,0.0,0.0,-,0.0,0.0,-,-
105,De'Aaron Fox,SAC,54,33,21,34.1,8.3,3.7,8.9,41.8,0.8,2.5,31.6,46.2
106,De'Andre Hunter,ATL,50,28,22,31.9,4.1,1.9,3.9,50.0,0.2,0.5,40.0,52.6
107,De'Anthony Melton,PHI,56,37,19,28.1,1.8,0.7,1.8,35.9,0.5,1.3,36.1,48.5
108,DeAndre Jordan,DEN,34,21,13,14.6,0.0,0.0,0.0,-,0.0,0.0,-,-
109,DeMar DeRozan,CHI,54,26,28,36.2,9.9,4.9,10.3,47.6,0.1,0.3,35.7,48.0
110,Dean Wade,CLE,33,22,11,20.8,0.2,0.1,0.2,28.6,0.0,0.1,50.0,35.7
111,Deandre Ayton,PHX,52,25,27,30.2,1.2,0.6,1.2,46.0,0.0,0.0,100,47.6
112,Dejounte Murray,ATL,55,28,27,36.5,8.6,4.0,8.5,46.6,0.7,1.8,36.7,50.4
113,Delon Wright,WAS,30,19,11,22.5,1.5,0.6,1.4,42.9,0.3,0.8,43.5,54.8
114,Deni Avdija,WAS,57,27,30,26.3,0.3,0.1,0.7,18.4,0.1,0.5,19.2,25.0
115,Dennis Schroder,LAL,46,24,22,30.6,2.5,1.2,2.8,42.0,0.1,0.4,22.2,43.5
116,Dennis Smith Jr.,CHA,40,13,27,25.1,1.3,0.6,2.2,28.1,0.0,0.3,0.0,28.1
117,Deonte Burton,SAC,2,1,1,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
118,Dereon Seabron,NOP,5,2,3,2.3,0.0,0.0,0.0,-,-,-,-,-
119,Derrick Jones Jr.,CHI,47,19,28,15.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0
120,Derrick Rose,NYK,27,12,15,12.5,2.1,0.9,2.1,41.4,0.4,1.0,38.5,50.0
121,Derrick White,BOS,61,44,17,27.6,1.8,0.7,1.7,43.7,0.3,0.9,37.0,53.4
122,Desmond Bane,MEM,37,23,14,31.1,6.4,2.4,5.5,44.3,1.5,3.5,43.5,58.4
123,Devin Booker,PHX,34,22,12,33.9,11.2,4.9,11.5,43.0,1.4,4.1,33.1,48.8
124,Devin Vassell,SAS,29,8,21,31.3,5.7,2.7,6.7,39.7,0.4,1.8,21.2,42.5
125,Devon Dotson,WAS,6,1,5,8.9,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
126,Devonte' Graham,SAS,59,27,32,16.6,1.9,0.7,2.0,36.2,0.5,1.5,33.7,49.1
127,Dewayne Dedmon,PHI,30,17,13,11.7,0.5,0.2,0.4,63.6,0.0,0.0,100,68.2
128,Dillon Brooks,MEM,54,33,21,30.4,4.1,1.8,5.2,34.9,0.5,2.1,25.2,39.9
129,Domantas Sabonis,SAC,57,33,24,34.5,0.2,0.1,0.3,43.8,0.0,0.0,0.0,43.8
130,Dominick Barlow,SAS,11,0,11,10.1,0.2,0.1,0.1,100,0.0,0.0,-,100
131,Donovan Mitchell,CLE,52,33,19,35.5,10.5,4.1,9.5,43.1,2.3,5.8,39.5,55.0
132,Donte DiVincenzo,GSW,50,28,22,25.4,0.6,0.2,0.9,27.3,0.2,0.6,25.8,36.4
133,Dorian Finney-Smith,BKN,45,21,24,31.8,0.3,0.1,0.4,21.1,0.1,0.3,26.7,31.6
134,Doug McDermott,SAS,53,14,39,20.5,1.8,0.7,1.6,43.0,0.4,0.8,45.2,54.1
135,Draymond Green,GSW,53,28,25,31.5,0.1,0.1,0.2,37.5,0.0,0.0,100,43.8
136,Drew Eubanks,POR,57,26,31,19.6,0.2,0.1,0.2,50.0,0.0,0.0,-,50.0
137,Dru Smith,BKN,8,4,4,12.1,0.5,0.3,0.8,33.3,0.0,0.3,0.0,33.3
138,Duane Washington Jr.,PHX,31,17,14,12.7,3.4,1.4,3.5,39.3,0.6,1.5,43.5,48.6
139,Duncan Robinson,MIA,31,14,17,17.7,1.8,0.7,1.8,38.2,0.5,1.4,35.7,51.8
140,Dwight Powell,DAL,56,31,25,19.8,0.0,0.0,0.0,50.0,0.0,0.0,-,50.0
141,Dyson Daniels,NOP,40,21,19,19.5,0.4,0.2,0.5,30.0,0.1,0.3,30.0,37.5
142,Edmond Sumner,BKN,46,28,18,14.5,0.7,0.3,0.8,40.0,0.1,0.3,33.3,45.7
143,Eric Gordon,LAC,50,14,36,29.7,1.8,0.6,1.9,33.7,0.6,1.5,37.3,48.4
144,Eugene Omoruyi,OKC,23,9,14,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Evan Fournier,NYK,23,13,10,18.0,2.4,1.0,3.0,31.9,0.5,1.9,27.3,40.6
146,Evan Mobley,CLE,61,36,25,34.2,1.3,0.7,1.5,43.5,0.0,0.0,100,44.0
147,Facundo Campazzo,DAL,8,2,6,6.5,0.4,0.1,0.6,20.0,0.1,0.6,20.0,30.0
148,Frank Kaminsky,HOU,29,11,18,6.9,0.1,0.0,0.1,25.0,0.0,0.0,-,25.0
149,Frank Ntilikina,DAL,37,18,19,12.2,0.5,0.2,0.5,42.1,0.0,0.2,12.5,44.7
150,Franz Wagner,ORL,60,24,36,33.1,2.6,1.0,3.2,32.3,0.5,1.9,27.0,40.1
151,Fred VanVleet,TOR,50,24,26,36.9,7.4,2.9,7.7,37.8,1.5,4.5,33.8,47.7
152,Furkan Korkmaz,PHI,25,17,8,10.2,0.8,0.3,0.8,38.1,0.1,0.4,30.0,45.2
153,Gabe Vincent,MIA,47,25,22,26.2,3.1,1.3,3.3,38.7,0.6,1.9,29.2,47.1
154,Garrett Temple,NOP,19,11,8,7.0,0.2,0.1,0.4,14.3,0.1,0.2,25.0,21.4
155,Garrison Mathews,ATL,47,13,34,12.9,0.5,0.2,0.5,32.0,0.2,0.5,34.8,48.0
156,Gary Harris,ORL,32,13,19,24.7,1.1,0.4,1.1,37.1,0.3,0.7,39.1,50.0
157,Gary Payton II,GSW,15,8,7,17.0,0.0,0.0,0.0,-,0.0,0.0,-,-
158,Gary Trent Jr.,TOR,52,25,27,33.8,5.3,2.3,5.9,38.8,0.7,2.2,31.0,44.7
159,George Hill,IND,36,24,12,18.8,0.9,0.4,1.0,40.0,0.1,0.5,16.7,44.3
160,Georges Niang,PHI,57,38,19,19.6,0.4,0.2,0.5,31.0,0.1,0.4,26.1,41.4
161,Giannis Antetokounmpo,MIL,48,36,12,32.5,3.6,1.6,5.1,31.7,0.4,1.6,24.1,35.6
162,Goga Bitadze,ORL,22,8,14,9.6,0.1,0.0,0.0,100,0.0,0.0,100,150.0
163,Goran Dragic,CHI,51,23,28,15.4,1.7,0.8,2.3,35.3,0.1,0.7,17.1,37.9
164,Gordon Hayward,CHA,36,14,22,31.2,4.1,1.9,4.5,43.5,0.2,0.7,26.9,45.7
165,Gorgui Dieng,SAS,21,2,19,9.6,0.3,0.1,0.7,21.4,0.0,0.5,9.1,25.0
166,Grant Williams,BOS,60,44,16,27.5,1.2,0.5,1.1,40.9,0.3,0.7,48.8,56.1
167,Grayson Allen,MIL,55,40,15,27.6,1.4,0.5,1.5,32.1,0.4,1.2,34.4,45.2
168,Greg Brown III,POR,16,10,6,5.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
169,Hamidou Diallo,DET,52,12,40,16.9,1.0,0.5,1.2,41.9,0.0,0.1,50.0,43.5
170,Harrison Barnes,SAC,59,34,25,32.6,1.2,0.5,1.3,39.2,0.3,0.6,39.5,49.3
171,Haywood Highsmith,MIA,44,23,21,19.4,0.3,0.1,0.3,33.3,0.0,0.1,40.0,40.0
172,Herbert Jones,NOP,45,19,26,28.6,0.1,0.0,0.2,20.0,0.0,0.0,50.0,25.0
173,Immanuel Quickley,NYK,61,35,26,27.8,4.0,1.6,4.2,37.8,0.7,2.2,33.1,46.5
174,Isaac Okoro,CLE,63,38,25,21.2,0.1,0.0,0.1,33.3,0.0,0.1,42.9,50.0
175,Isaiah Hartenstein,NYK,62,35,27,19.7,0.1,0.0,0.1,37.5,0.0,0.0,-,37.5
176,Isaiah Jackson,IND,45,17,28,15.3,0.2,0.1,0.2,50.0,0.0,0.0,0.0,50.0
177,Isaiah Joe,OKC,51,25,26,16.2,1.9,0.7,1.6,45.8,0.4,1.0,36.5,57.2
178,Isaiah Livers,DET,39,9,30,21.3,0.8,0.3,0.8,41.9,0.1,0.3,41.7,50.0
179,Isaiah Mobley,CLE,8,5,3,3.3,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
180,Isaiah Roby,SAS,42,9,33,11.3,0.5,0.2,0.6,29.6,0.1,0.3,28.6,37.0
181,Isaiah Stewart,DET,50,12,38,28.3,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
182,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
183,Ish Smith,DEN,31,20,11,10.2,1.6,0.8,2.1,37.9,0.0,0.1,0.0,37.9
184,Ish Wainright,PHX,43,23,20,15.5,0.3,0.1,0.3,30.8,0.1,0.3,33.3,46.2
185,Ivica Zubac,LAC,59,32,27,29.4,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
186,JD Davison,BOS,6,5,1,2.3,0.0,0.0,0.3,0.0,0.0,0.0,-,0.0
187,JT Thor,CHA,49,14,35,11.0,0.1,0.0,0.3,12.5,0.0,0.1,0.0,12.5
188,Ja Morant,MEM,50,32,18,32.6,6.8,2.9,7.4,39.3,1.0,3.4,31.0,46.3
189,JaMychal Green,GSW,40,20,20,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,JaVale McGee,DAL,36,17,19,8.1,0.1,0.0,0.1,25.0,0.0,0.0,0.0,25.0
191,Jabari Smith Jr.,HOU,56,12,44,30.0,2.2,0.9,2.9,32.7,0.3,0.9,31.4,37.7
192,Jabari Walker,POR,39,19,20,9.0,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
193,Jack White,DEN,15,12,3,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
194,Jaden Hardy,DAL,32,16,16,11.6,1.0,0.4,1.3,30.2,0.2,0.8,28.0,38.4
195,Jaden Ivey,DET,57,15,42,30.1,3.8,1.6,4.4,37.1,0.6,1.9,31.8,44.0
196,Jaden McDaniels,MIN,59,30,29,30.5,1.2,0.6,1.2,45.2,0.1,0.2,38.5,48.6
197,Jaden Springer,PHI,7,7,0,3.7,0.0,0.0,0.3,0.0,-,-,-,0.0
198,Jae Crowder,MIL,1,1,0,16.0,2.0,1.0,2.0,50.0,0.0,0.0,-,50.0
199,Jae'Sean Tate,HOU,21,3,18,21.4,0.3,0.1,0.5,30.0,0.0,0.1,33.3,35.0
200,Jake LaRavia,MEM,31,21,10,12.4,0.2,0.1,0.3,25.0,0.0,0.2,14.3,31.3
201,Jakob Poeltl,TOR,51,15,36,26.2,0.6,0.3,0.5,53.6,0.0,0.0,0.0,53.6
202,Jalen Brunson,NYK,58,33,25,35.1,8.4,3.7,8.3,44.5,1.1,2.8,39.1,51.0
203,Jalen Duren,DET,52,14,38,25.1,0.1,0.1,0.2,37.5,0.0,0.0,-,37.5
204,Jalen Green,HOU,54,11,43,33.9,6.4,2.6,7.4,34.8,1.3,4.2,31.1,43.6
205,Jalen Johnson,ATL,56,28,28,14.5,0.2,0.1,0.3,29.4,0.0,0.1,0.0,29.4
206,Jalen McDaniels,PHI,61,19,42,25.9,0.7,0.3,1.0,33.9,0.0,0.1,16.7,34.7
207,Jalen Smith,IND,52,25,27,18.2,0.3,0.1,0.4,35.0,0.1,0.1,75.0,42.5
208,Jalen Suggs,ORL,36,14,22,23.0,2.7,1.1,2.9,36.8,0.5,1.6,30.5,45.3
209,Jalen Williams,OKC,55,26,29,29.2,1.4,0.7,1.7,38.5,0.1,0.3,27.8,41.1
210,Jamal Cain,MIA,14,8,6,13.3,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
211,Jamal Murray,DEN,47,33,14,32.4,8.6,3.6,8.3,42.6,1.4,3.6,40.7,51.3
212,Jamaree Bouyea,MIA,4,2,2,16.3,0.8,0.3,0.8,33.3,0.3,0.5,50.0,50.0
213,James Bouknight,CHA,26,5,21,13.6,1.2,0.5,1.4,33.3,0.3,0.9,34.8,44.4
214,James Harden,PHI,43,29,14,36.6,8.3,3.2,8.0,39.7,2.0,5.5,36.7,52.3
215,James Johnson,IND,12,5,7,8.1,0.4,0.2,0.4,40.0,0.1,0.2,50.0,50.0
216,James Wiseman,DET,24,9,15,13.7,0.1,0.0,0.4,11.1,0.0,0.0,-,11.1
217,Jared Rhoden,DET,1,0,1,12.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,50.0
218,Jaren Jackson Jr.,MEM,42,26,16,27.2,0.5,0.2,0.7,25.8,0.1,0.3,28.6,32.3
219,Jarred Vanderbilt,LAL,56,28,28,23.9,0.1,0.1,0.3,21.4,0.0,0.0,50.0,25.0
220,Jarrett Allen,CLE,56,35,21,33.2,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
221,Jarrett Culver,ATL,10,5,5,13.7,0.6,0.3,0.8,37.5,0.0,0.2,0.0,37.5
222,Jason Preston,LAC,13,3,10,9.4,1.0,0.5,1.2,37.5,0.1,0.3,25.0,40.6
223,Javonte Green,CHI,28,11,17,16.0,0.2,0.1,0.2,40.0,0.0,0.0,100,50.0
224,Jaxson Hayes,NOP,34,15,19,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
225,Jaylen Brown,BOS,50,35,15,35.7,6.3,2.7,6.4,42.9,0.8,2.4,33.6,49.4
226,Jaylen Nowell,MIN,62,31,31,19.5,3.0,1.3,3.0,42.5,0.4,1.4,30.7,49.7
227,Jaylin Williams,OKC,27,12,15,16.5,0.0,0.0,0.0,-,0.0,0.0,-,-
228,Jayson Tatum,BOS,57,42,15,37.4,5.7,2.2,7.0,30.9,1.4,4.7,29.3,40.8
229,Jeff Dowtin Jr.,TOR,17,12,5,8.3,0.4,0.2,0.7,25.0,0.0,0.1,0.0,25.0
230,Jeff Green,DEN,39,25,14,19.4,0.4,0.2,0.8,25.8,0.0,0.2,14.3,27.4
231,Jerami Grant,POR,54,25,29,35.7,2.6,1.2,2.9,40.3,0.2,0.5,46.2,44.0
232,Jeremiah Robinson-Earl,OKC,30,11,19,20.2,0.2,0.1,0.1,66.7,0.0,0.1,50.0,83.3
233,Jeremy Sochan,SAS,49,11,38,26.0,1.1,0.5,1.3,38.7,0.1,0.2,33.3,41.9
234,Jericho Sims,NYK,48,28,20,16.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
235,Jevon Carter,MIL,59,42,17,22.7,3.2,1.3,3.2,41.7,0.6,1.5,38.2,50.8
236,Jimmy Butler,MIA,46,24,22,33.4,2.7,1.3,3.5,36.2,0.1,0.6,19.2,37.7
237,Jock Landale,PHX,52,27,25,14.2,0.0,0.0,0.2,11.1,0.0,0.1,0.0,11.1
238,Joe Harris,BKN,52,29,23,23.8,1.0,0.4,0.9,39.6,0.3,0.6,40.6,53.1
239,Joe Ingles,MIL,26,18,8,22.3,2.0,0.7,1.5,45.0,0.6,1.4,41.7,63.8
240,Joe Wieskamp,TOR,2,1,1,8.5,0.0,0.0,0.0,-,0.0,0.0,-,-
241,Joel Embiid,PHI,47,31,16,35.1,6.3,3.0,7.3,41.6,0.3,1.2,21.1,43.3
242,John Butler Jr.,POR,9,2,7,3.4,0.0,0.0,0.0,-,0.0,0.0,-,-
243,John Collins,ATL,50,26,24,31.1,0.6,0.3,0.8,38.1,0.0,0.1,0.0,38.1
244,John Konchar,MEM,51,31,20,22.1,0.4,0.2,0.5,34.8,0.1,0.3,35.3,47.8
245,John Wall,LAC,34,15,19,22.2,1.7,0.8,3.1,26.7,0.0,0.6,5.0,27.1
246,Johnny Davis,WAS,13,6,7,4.7,0.5,0.2,0.8,27.3,0.0,0.1,0.0,27.3
247,Jonas Valanciunas,NOP,60,29,31,24.9,0.2,0.1,0.4,21.7,0.0,0.0,0.0,21.7
248,Jonathan Isaac,ORL,11,8,3,11.3,0.2,0.1,0.5,16.7,0.0,0.0,-,16.7
249,Jonathan Kuminga,GSW,48,26,22,19.5,0.7,0.3,0.7,42.9,0.1,0.2,33.3,47.1
